"Target String","URL Safe String","User","Hub","Submission Form","Description","Data","Thank you Messagte","Redirect Page URL","Confirmation from Email","Confirmation from Name","Confirmation Email Subject","Confirmation Emali Body","Submission Button Label"
".com",".com","Patricia Thorpe","Krause & Thorpe Wealth Management Team","Contact Us","Please complete the following information for us to better serve you.
*indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c1""},{""label"":""Address"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c13""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c41""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c52""}]}","<p>Thank you for your inquiry. We look forward to connecting with you shortly.</p>","","heather.krause@rbc.com","Heather Krause","Thank you for your inquiry.","<p>We look forward to&nbsp;speaking with you soon.&nbsp;</p>

<p>&nbsp;</p>

<p>Sincerely,</p>

<p>&nbsp;</p>

<p>Heather &amp; Pat</p>",""
".com",".com","Patricia Thorpe","Krause & Thorpe Wealth Management Team","Let's start the conversation","Please complete the following information for us to better serve you.
*indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Address"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c13""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c41""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c52""}]}","<p>Thank you for your inquiry. We look forward to connecting with you shortly.</p>","","heather.krause@rbc.com","Heather Krause","Thank you for your inquiry.","<p>We look forward to&nbsp;speaking with you soon.&nbsp;</p>

<p>&nbsp;</p>

<p>Sincerely,</p>

<p>&nbsp;</p>

<p>Heather &amp; Pat</p>",""
".com",".com","Adam Garen","Adam Garen","Get Advice","If you'd like to discuss anything you learn about here in more detail, please fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c25""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c29""},{""label"":""How can I help?"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""small""},""cid"":""c33""}]}","<p>Thank you for your submission!</p>

<p>&nbsp;</p>

<p>I will get in touch with you shortly.</p>

<p>&nbsp;</p>

<p>All the Best,</p>

<p><br />
Adam</p>","","adam.garen@rbc.com","Adam Garen","Thanks for your inquiry!","<p>Hello {{Name}},</p>

<p>&nbsp;</p>

<p>Congratulations on&nbsp;taking&nbsp;your first step towards&nbsp;getting the answers you deserve!</p>

<p>&nbsp;</p>

<p>I&#39;m grateful for the opportunity to serve you and will be in touch shortly.</p>

<p>&nbsp;</p>

<p>All the Best,</p>

<p><br />
Adam</p>

<p>&nbsp;</p>

<p>--</p>

<p>&nbsp;</p>

<p>Adam C. Garen | Financial Advisor</p>

<p>Direct: (612) 371-2391 | Mobile: (415) 205-6430</p>

<p>RBC Wealth Management | RBC Capital Markets, LLC</p>

<p>RBC Plaza, 60 South 6th St., 10th Floor, Minneapolis, MN 55402</p>","Get Advice"
".com",".com","Stephen A Drake","The Drake Group","Sign up for our monthly e-mail Clone","Please fill out the fields below to receive our monthly e-mail. We will cover a variety of topics designed to increase your financial wisdom.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c4""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c1""}]}","<p>Your Submission has been received!</p>","","drakegroup@rbc.com","The Drake Group","Thank you for subscribing!","<p><span style=""font-size: 14px;"">{{Name}},</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">Thank you for subscribing to&nbsp;<em>Financial wisdom for investment success.&nbsp;</em>A monthly email that will teach important investment lessons to prepare you for and guide you in retirement.</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">Best regards,</span></p>

<p><span style=""font-size: 14px;"">The Drake Group</span></p>",""
".com",".com","Ken Eidson","The Eidson, Doege and Morris Team","Newsletter Subscription Form","If you would like to receive our monthly newsletter with timely articles and market commentary, please subscribe today.","{""fields"":[{""label"":""please provide E-mail address"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c1""}]}","<p><span style=""font-size: 14px;"">Thank you for subscribing to our monthly newsletter! If anything you read in the monthly newsletter spurs a question or investment idea, please contact us at anytime.&nbsp; We&#39;re happy to discuss any of the topics with you.</span></p>","","brynn.morris@rbc.com","Brynn Morris","Thanks for subscribing!","<p><span style=""font-size: 14px;"">Thank you for subscribing to our monthly newsletter!</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">If anything you read in the monthly newsletter spurs a question or investment idea, please contact us anytime. We&#39;re happy to discuss any of the topics with you.</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">Thank you,</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">Brynn Morris</span></p>

<p><span style=""font-size: 14px;"">Financial Advisor</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">The Eidson, Doege, and Morris Team</span></p>

<p><span style=""font-size: 14px;"">RBC Wealth Management</span></p>

<p><span style=""font-size: 14px;"">4001 West 114th Street, Suite 200<br />
Leawood, KS 66211</span></p>

<p><span style=""font-size: 14px;"">Direct 913-451-3584<br />
Fax 913-451-3595<br />
brynn.morris@rbc.com</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">NMLS #1733593 through City National Bank</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 14px;"">Please visit our website: Rbcwmfa.com/eidsondoegemorris</span></p>","Subscribe"
".com",".com","Field Digital","Testy McTestalot","Contact Brian","If you'd like to discuss anything you learn about here in more detail, please email brian.kroneberger@rbc.com or fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c25""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c29""},{""label"":""Comments"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c10""}]}","<p>Thank you for your submission. We look forward to connecting with you shortly.</p>","","","","","",""
".com",".com","Michael Gee","Alpha Wealth Management Group","What are your financial concerns?","Tell us about yourself and what you hope to do with your money.","{""fields"":[{""label"":""Would you say that you have the financial freedom you desire?"",""field_type"":""radio"",""required"":true,""field_options"":{""options"":[{""label"":""Yes"",""checked"":false},{""label"":""No"",""checked"":false},{""label"":""Unsure"",""checked"":false}],""description"":""""},""cid"":""c31""},{""label"":""Are you confident in the current state of your finances?"",""field_type"":""radio"",""required"":true,""field_options"":{""options"":[{""label"":""Yes"",""checked"":false},{""label"":""No"",""checked"":false},{""label"":""Unsure"",""checked"":false}],""description"":""""},""cid"":""c12""},{""label"":""Are you confident in your own ability to handle your finances?"",""field_type"":""radio"",""required"":true,""field_options"":{""options"":[{""label"":""Yes"",""checked"":false},{""label"":""No"",""checked"":false},{""label"":""Unsure"",""checked"":false}],""description"":""""},""cid"":""c5""},{""label"":""Have you attempted to plan out your finances before?"",""field_type"":""radio"",""required"":true,""field_options"":{""options"":[{""label"":""Yes"",""checked"":false},{""label"":""No"",""checked"":false},{""label"":""Unsure"",""checked"":false}],""description"":""""},""cid"":""c16""},{""label"":""Are you confident your finances will last through retirement?"",""field_type"":""radio"",""required"":true,""field_options"":{""options"":[{""label"":""Yes"",""checked"":false},{""label"":""No"",""checked"":false},{""label"":""Unsure"",""checked"":false}],""description"":""""},""cid"":""c35""},{""label"":""What is your biggest financial concern or question right now?"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c39""},{""label"":""What is your contact information?"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""Please include your preferred phone number and/or email address.""},""cid"":""c20""}]}","<p>Thank you for your submission! Your team will get back to you shortly.</p>","","Michael.gee@rbc.com","Michael Gee","Thanks for your submission!","<p>Hello!</p>

<p>&nbsp;</p>

<p>Congratulations on taking your first step to a more secure financial future! The Alpha Wealth Management team and Royal Bank of Canada would like to welcome you to our family. We are very excited to help you grow your wealth&nbsp;as well as&nbsp;achieve the financial and life goals you have set for yourself. You will receive a personal response from our team shortly, we look forward to meeting you!</p>

<p>&nbsp;</p>

<p>Sincerely,</p>

<p>The Alpha Wealth Management Group</p>","Submit"
".com",".com","Bob W Chernow","The Chernow Cowan Group","Let's start the conversation","If you'd like to discuss anything you learn about here in more detail, please fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c25""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c29""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""small""},""cid"":""c33""}]}","<p>Thank you for your submission. We look forward to connecting with you shortly.</p>","","andrew.cowan@rbc.com","Andrew Cowan","Thank you for reaching out!","<p>We appreciate your interest, I will be contacting you shortly.</p>",""
".com",".com","Andrew Leonard","The Leonard Group","Contact","Please complete the following form to request more information. *indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Address"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c13""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c41""},{""label"":""Best Method and Time to Contact You"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c52""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c58""}]}","","","Andrew.Leonard@rbc.com","Andrew Leonard","Thank You","<p>Hi,</p>

<p>&nbsp;</p>

<p>Thank you for providing your contact information. One of our team members will be reaching out to you soon.</p>

<p>&nbsp;</p>

<p>All the best,</p>

<p>&nbsp;</p>

<p>Andrew S. Leonard,&nbsp;CFP&reg;</p>

<p><span style=""font-size:8.0pt""><span arial="""" style=""font-family:""><span style=""color:#002d72"">| Senior Vice President - Financial Advisor - Private Client Group| </span></span></span></p>

<p><b><span style=""font-size:8.0pt""><span arial="""" style=""font-family:""><span style=""color:#002d72"">RBC Wealth Management, a division of</span></span></span></b><span style=""font-size:8.0pt""><span arial="""" style=""font-family:""><span style=""color:#002d72""> <b>RBC Capital Markets, LLC</b> </span></span></span></p>

<p><span style=""font-size:8.0pt""><span arial="""" style=""font-family:""><span style=""color:#002d72"">1700 Pennsylvania Ave. N.W., Suite 700 Washington, DC 20006 </span></span></span></p>

<p><span style=""font-size:8.0pt""><span arial="""" style=""font-family:""><span style=""color:#002d72"">T: 202-661-9533 F: 202-661-9706 </span></span></span></p>

<p><span style=""font-size:8.0pt""><span arial="""" style=""font-family:""><span style=""color:#002d72"">NMLS# 1540168 through City National Bank</span></span></span></p>

<p><span style=""font-size:8.0pt""><span arial="""" style=""font-family:""><span style=""color:#002d72""><a href=""http://www.rbcwmfa.com/theleonardgroup/""><span style=""color:blue"">http://www.rbcwmfa.com/theleonardgroup/</span></a> </span></span></span></p>

<p>&nbsp;</p>

<p>&nbsp;</p>",""
".com",".com","Lee Edgcomb","Edgcomb Financial Advisors","Request an Appointment","Schedule a meeting, call, or Webex Session with Edgcomb Financial Advisors.","{""fields"":[{""label"":""First Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c1""},{""label"":""Last Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c5""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c9""},{""label"":""Phone"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium"",""maxlength"":""""},""cid"":""c35""},{""label"":""What are you looking to accomplish?"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""medium"",""description"":""No need for a long explanation. Keep it simple and we'll dig into it at our meeting.""},""cid"":""c18""},{""label"":""What are your preferred days to meet?"",""field_type"":""checkboxes"",""required"":true,""field_options"":{""options"":[{""label"":""Monday"",""checked"":false},{""label"":""Tuesday"",""checked"":false},{""label"":""Wednesday"",""checked"":false},{""label"":""Thursday"",""checked"":false},{""label"":""Friday"",""checked"":false}],""description"":""Let us know what works best for you, and we'll do our best to accomodate!""},""cid"":""c37""},{""label"":""Time of day?"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""Morning"",""checked"":false},{""label"":""Afternoon"",""checked"":false}],""include_blank_option"":false},""cid"":""c43""}]}","<p style=""text-align: center;"">Thank you for using our online system for requesting appointments with Chris and Lee. Please allow up to one (1) business day for us to respond.</p>

<p style=""text-align: center;"">&nbsp;</p>

<p style=""text-align: center;"">We look forward to seeing you!</p>","","chris.edgcomb@rbc.com","Chris Edgcomb, RICP®, AIF®","Meeting Request Submission","<p>Good day!</p>

<p>&nbsp;</p>

<p>We have received your message. Please allow up to one (1) business day&nbsp;for a response. Below you will find a summary of your submission.</p>

<p>&nbsp;</p>

<p>{{First Name}} {{Last Name}}</p>

<p>{{Email}}</p>

<p>{{Phone}}</p>

<p>What you are looking to accomplish:&nbsp;{{What are you looking to accomplish?}}</p>

<p>Preferred Days: {{What are your preferred days to meet?}}</p>

<p>Time of Day: {{Time of day?}}</p>

<p>&nbsp;</p>

<p>Please review, and if any information is incorrect, shoot us an email so we can get it corrected in our system.</p>

<p>&nbsp;</p>

<p>Thank you for your request, and I look forward to speaking with you!</p>

<p>&nbsp;</p>

<p><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif"">Cheers,</span></span></p>

<p><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif"">Chris</span></span></p>

<p><b><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">____________________________</span></span></span></b></p>

<p>&nbsp;</p>

<p><b><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Edgcomb Financial Advisors</span></span></b></p>

<p><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Wealth Management for Upstate Business Owners and Professionals</span></span></span></p>

<p>&nbsp;</p>

<p><i><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">&ldquo;We begin with your dreams; for your family, business, recreation and money. </span></span></span></i></p>

<p><i><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">We end with your plan, and stay with you for the journey.&rdquo;</span></span></span></i></p>

<p>&nbsp;</p>

<p><b><u><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060""><a href=""https://us.rbcwealthmanagement.com/edgcomb/""><span style=""color:blue"">Edgcomb Financial Advisors Website</span></a></span></span></span></u></b></p>

<p>&nbsp;</p>

<p><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:blue""><a href=""https://www.linkedin.com/in/leeedgcomb/""><span style=""color:blue"">Lee&rsquo;s LinkedIn</span></a> </span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#a6a6a6"">|</span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:blue""> <a href=""https://www.linkedin.com/in/edgcombfinancialadvisors/""><span style=""color:blue"">Chris&rsquo;s LinkedIn</span></a> </span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#a6a6a6"">|</span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:blue""> <a href=""https://www.facebook.com/edgcombfinancialadvisorsRBC/""><span style=""color:blue"">EFA Facebook</span></a> </span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#a6a6a6"">|</span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:blue""> <a href=""https://us.rbcwealthmanagement.com/edgcomb/corporate-retirement-plan-services""><span style=""color:blue"">401(K)</span></a> </span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#a6a6a6"">|</span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:blue""> <a href=""https://us.rbcwealthmanagement.com/edgcomb/rbcwmonline""><span style=""color:blue"">RBC WM Online</span></a> </span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#a6a6a6"">|</span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:blue""> <a href=""https://us.rbcwealthmanagement.com/edgcomb/rbc-wealthplan""><span style=""color:blue"">RBC Wealth Plan</span></a></span></span></span></b></p>

<p>&nbsp;</p>

<p><b><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Chris Edgcomb, RICP<sup>&reg;</sup></span></span></span></b><b><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">, </span></span></span></b><b><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">AIF<sup>&reg;</sup></span></span></span></b></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Financial Advisor </span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">NMLS number </span></span></span><span style=""font-size:10.0pt""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#1f497d"">1542135</span></span></span><i> </i><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">through City National Bank</span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Direct:<b>&nbsp; </b></span></span></span><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">(585) 423-2168</span></span></span></p>

<p>&nbsp;</p>

<p><b><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Lee Edgcomb, CFP<sup>&reg;</sup>, CIMA<sup> &reg;</sup>, RMA<sup> &reg;</sup></span></span></span></b></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Senior Vice President - Financial Advisor</span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Portfolio Manager - Portfolio FOCUS </span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f4e79"">NMLS number <i>1541149<b> </b></i>through City National Bank</span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Direct:&nbsp; (585) 423-2155 | Toll Free: (800) 200- 5311</span></span></span></p>

<p>&nbsp;</p>

<p><b><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Ellen Francati</span></span></span></b></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Investment Associate | (585) 423-2182</span></span></span></p>

<p>&nbsp;</p>

<p><b><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Kyle Lilly</span></span></span></b></p>

<p><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Client Associate | (585) 423-2180</span></span></span></p>

<p>&nbsp;</p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">RBC Wealth Management, LLC</span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">80 Linden Oaks Suite 220</span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Rochester, NY 14625</span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Toll Free: (800) 200-5311</span></span></span></p>

<p><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#1f497d"">Fax: (585) 423-2121</span></span></span></p>","Submit"
".com",".com","George Castrillon","George Castrillon, CEPA®, CFP®, CPFA","RSVP Today","Please complete form below to RSVP","{""fields"":[{""label"":""First Name:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c1""},{""label"":""Last Name: "",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c5""},{""label"":""Profession:"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""small""},""cid"":""c9""},{""label"":""E-mail:"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c17""},{""label"":""Phone Number:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c13""}]}","","","george.castrillon@rbc.com","George Castrillion","Thank you for RSVPing!","<p>Thank you for RSVPing for our Hosted Happy Hour Networking Event on Tuesday, 12/10/19 from 5:00 &ndash; 6:30pm at the Tin Roof Bistro (3500 N. Sepulveda, Manhattan Beach, CA 90266). If you have any questions or updates please email&nbsp;george.castrillon@rbc.com&nbsp;or call&nbsp;#310-647-8053.</p>",""
".com",".com","Brandon Fancher","Brandon Fancher","RSVP for The Impact Collective","To attend this private event, please complete this form.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c25""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c29""},{""label"":""Cell"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c14""},{""label"":""How did you hear about this event?"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""From a friend"",""checked"":false},{""label"":""Social media"",""checked"":false},{""label"":""In the news"",""checked"":false}],""include_blank_option"":false},""cid"":""c22""}]}","<p>Thank you for your submission. We look forward to connecting with you shortly.</p>","","brandon.fancher@rbc.com","Brandon Fancher","RE: Looking forward to it....","<p>{{Name}}</p>

<p>&nbsp;</p>

<p>We&#39;ve got your reservation all set! If something comes up and you can&#39;t attend, not a problem at all!&nbsp;All we ask is that you reply to this email 48 hours prior to the date&nbsp;- we often don&#39;t have enough seats to go around, so we want to make sure we can accommodate all requests.</p>

<p>&nbsp;</p>

<p>If you could, please take a moment to head over to a one of the below social channel to give us a follow. Enter the&nbsp;comment &quot;see you soon&quot; on one of our posts so we can make sure and follow you back.&nbsp;</p>

<p>&nbsp;</p>

<p>www.facebook.com/bfancherRBC</p>

<p>www.twitter.com/bfancherRBC</p>

<p>www.linkedin.com/in/bfancherRBC</p>

<p>&nbsp;</p>

<p>Here&#39;s the info we have as registered, if it is incorrect please reply back to this email.</p>

<p>{{Name}}</p>

<p>{{Email}}</p>

<p>{{Cell}}</p>

<p>&nbsp;</p>

<p>Thanks in advance!&nbsp;</p>

<p>&nbsp;</p>

<p><span style=""line-height:19.65pt""><a name=""_MailAutoSig""><b><span style=""font-family:&quot;Fira Sans&quot;""><span style=""color:#002d72"">Brandon Fancher </span></span></b></a><span style=""font-family:&quot;Fira Sans&quot;""><span style=""color:#002d72"">| First Vice President - Financial Advisor, Portfolio Manager &ndash; Portfolio Focus | </span></span></span></p>

<p style=""margin-left:.5in""><span style=""line-height:19.65pt""><b><span style=""font-family:&quot;Fira Sans&quot;""><span style=""color:#002d72"">RBC Wealth Management, a division of</span></span></b><span style=""font-family:&quot;Fira Sans&quot;""><span style=""color:#002d72""> <b>RBC Capital Markets, LLC</b> | 4001 West 114<sup>th</sup>, Suite 200 Leawood, KS 66211 | Cell 913-225-4341| Office 913-451-3553 | Fax 913-451-3595 |&nbsp; </span></span><a href=""https://us.rbcwm.com/B.Fancher""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Times New Roman&quot;,serif""><span style=""color:#0563c1"">https://us.rbcwm.com/</span></span></span><span style=""font-size:10.5pt""><span style=""background:#e3f6fc""><span style=""font-family:&quot;Times New Roman&quot;,serif""><span style=""color:#0563c1"">B.Fancher</span></span></span></span></a></span></p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>","Attend"
".com",".com","John Randolph","Randolph Wealth Management Group","Contact","Please complete the following form to request more information. *indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c41""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c52""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c58""}]}","","us.rbcwealthmanagement.com/rwmg/home","","","","",""
".com",".com","Mark V. Dyer","Mark V. Dyer","Contact Brian","Please email me at brian.kroneberger@rbc.com or fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c9""},{""label"":""Email Address"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c1""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c13""}]}","<p>Thank you! We will respond to your message shortly.</p>","","","","","",""
".com",".com","Brian Kroneberger Jr","The Kroneberger Group","Contact Brian","Please email me at brian.kroneberger@rbc.com or fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c9""},{""label"":""Email Address"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c1""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c13""}]}","<p>Thank you! We will respond to your message shortly.</p>","","","","","",""
